register,name,alt_name,einheit,quelle,typ,type_code,fw_scale,fw_scale_code,anzeige_faktor,elem_size,count,belegt_regs,teil_von,source_ptr_v150,konfidenz,beispiel_entladen,beispiel_laden,v_entladen,v_laden,v_ref_v150,v_dc_entladen,v_backup,v_unter_dod,v_laden_6pack,v_bat_ab,v_boot,min_all,max_all,n_werte,n_logs,notiz
45008,cmd_set_power_a,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Leistung setzen (Variante A) | SRAM-Ziel — | Werte: 1-2500 (W positiv) | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 661) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45009,cmd_enable_disable_a,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Ein-/Ausschalten (Variante A) | SRAM-Ziel — | Werte: 0=deaktivieren | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 674) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45010,cmd_set_power_b,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Leistung setzen (Variante B) | SRAM-Ziel — | Werte: 1-2500 (W positiv) | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 685) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45011,cmd_mode_select_ext,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Erweiterte Modus-Auswahl (5 Modi) | SRAM-Ziel — | Werte: 1→intern 1 | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 698) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45012,cmd_set_power_default,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Leistung mit Default-Fallback | SRAM-Ziel — | Werte: 1-29999 (W) | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 724) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45013,reserved_13,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Reserviert — nicht funktional | SRAM-Ziel — | Werte: — | Write-Only: — | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45014,reserved_14,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Reserviert — nicht funktional | SRAM-Ziel — | Werte: — | Write-Only: — | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45015,reserved_15,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Reserviert — nicht funktional | SRAM-Ziel — | Werte: — | Write-Only: — | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45016,reserved_16,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Reserviert — nicht funktional | SRAM-Ziel — | Werte: — | Write-Only: — | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 447) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45017,reserved_17,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Reserviert — nicht funktional | SRAM-Ziel — | Werte: — | Write-Only: — | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45018,reserved_18,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Reserviert — nicht funktional | SRAM-Ziel — | Werte: — | Write-Only: — | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45019,reserved_19,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Reserviert — nicht funktional | SRAM-Ziel — | Werte: — | Write-Only: — | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45020,cmd_smr_relay_adc,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. SMR-Relay mit ADC-Messung | SRAM-Ziel — | Werte: 1-3999 (loest komplexe Relay+ADC-Operation aus) | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 735) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45021,cmd_smr_enable,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. SMR Ein-/Ausschalten | SRAM-Ziel — | Werte: 1=einschalten (FUN_08005ccc(1)) | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 754) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45022,cmd_function_6,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Steuerfunktion 6 | SRAM-Ziel — | Werte: beliebiger Wert | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 588) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45023,cmd_gpio_debug_1,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. GPIO Debug-Kommando 1 | SRAM-Ziel — | Werte: beliebiger Wert | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 910) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45024,cmd_gpio_debug_2,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. GPIO Debug-Kommando 2 | SRAM-Ziel — | Werte: beliebiger Wert | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 916) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45025,cmd_gpio_pin_0x400,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. GPIO Pin 0x400 setzen/loeschen | SRAM-Ziel — | Werte: 1=Pin setzen (FUN_08012d8c) | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 922) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45026,cmd_gpio_pin_0x8000,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. GPIO Pin 0x8000 setzen/loeschen | SRAM-Ziel — | Werte: 1=Pin loeschen (invertiert!) | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 933) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45027,cmd_wifi_reset,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. WiFi-Modul Reset | SRAM-Ziel — | Werte: beliebiger Wert | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 944) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45028,cmd_relay_contactor,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Relay/Contactor schalten | SRAM-Ziel — | Werte: beliebiger Wert | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 950) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45029,cmd_debug_flag,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014FA3,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. Debug-Flag setzen/loeschen | SRAM-Ziel 0x20014FA3 | Werte: 1=Flag setzen | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 956) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45030,cmd_ble_enable,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. BLE ein-/ausschalten | SRAM-Ziel — | Werte: 1=einschalten (FUN_0802bef4(0xB)) | Write-Only: Ja | KANN KEINEN WERT LIEFERN (statisch belegt 2026-08-22): Der Lesepfad FC03_Read_Handler (0x0801F06C) -> Write_Handler(buf, reg, param_3=0) endet fuer dieses Register in 'if (param_3 == 0) { return 3; }' (Write_Handler Zeile 768) bzw. in 'if (param_3 != 0) { ...Aktion...; return 0; } return 3;'. Der Rueckgabewert 3 wird vom Read-Handler zu einer Modbus-Exception. Es gibt keinen Zweig, der einen Wert in den Antwortpuffer schreibt. Gegenprobe: in keinem der 30 Scan-Logs hat dieses Register je geantwortet. NICHT in eine Poll-Liste aufnehmen -- eine Exception im Block-Read reisst die ganze Abfrage mit. | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45031,cmd_smr_relay_retry,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. SMR-Relay mit Retry-Logik | SRAM-Ziel — | Werte: 1 (einziger gueltiger Wert) | Write-Only: Ja | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
45603,adc_version_bcd_ch1,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,2448,,,,,,,2448,2448,1,1,"WRITE/Config. BCD-Versionsnummer via ADC Kanal 1 | SRAM-Ziel — | Werte: — | Write-Only: Nein (nur lesen) | LIVE-SCAN 2026-08-22: lesbar, Wert 2448 (0x0990)"
45604,adc_version_bcd_ch2,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,9095,,,,,,,9095,9095,1,1,"WRITE/Config. BCD-Versionsnummer via ADC Kanal 2 | SRAM-Ziel — | Werte: — | Write-Only: Nein (nur lesen) | LIVE-SCAN 2026-08-22: lesbar, Wert 9095 (0x2387)"
45605,status_query,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,—,write-handler,,,,,74,,,,,,,74,74,1,1,"WRITE/Config. Status-Abfrage (read-only) | SRAM-Ziel — | Werte: — | Write-Only: Nein (nur lesen) | LIVE-SCAN 2026-08-22: lesbar, Wert 74 (0x004A)"
46000,ota_command,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20000132 / 0x20000270,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. OTA-Steuerkommando | SRAM-Ziel 0x20000132 / 0x20000270 | Werte: 0x5100=EEPROM-Flag setzen (Addr 0x900) | Write-Only: Ja | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
46500,eeprom_struct_00_reg0,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014EC8,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. EEPROM-Struct Entry 0 — u16 Wert | SRAM-Ziel 0x20014EC8 | Werte: u16 Wert | Write-Only: Nein | CAN-Empfang geprueft 2026-08-22: Micro-FW v116 (EMS_Inverter_CAN_Dispatcher 0x08001940) kennt Funktionscode 0x30-0x3E NICHT — die vom Write-Handler gesendete CAN-Nachricht wird kommentarlos verworfen. Schreiben kostet einen EEPROM-Zyklus ohne nachweisbare Wirkung. Details: Write_Register_46500_Block_v150.md Abschnitt 3 | BMS-FW v118 ebenfalls kein Empfaenger (prueft Zielfeld==3, unsere ID traegt 4; CAN-ID 0x00014130+idx) | LIVE-SCAN 2026-08-22: Einzeltest 15:19 lesbar (Wert 0, Liveness 118). Der DEAD-Befund im Reihenscan war Kollateralschaden des Reconnects nach Register 46000."
